company;reviewId;reviewEditCode;jobDescription;reviewBody;reaction1;reaction2;reaction3;reaction4;country
Netflix;0df3825b;64bba9f7;Junior HR Officer;Adipiscing mollit velit anim deserunt pariatur labore nisi. Consectetur aute mollit velit exercitation velit laboris. Deserunt excepteur duis aliqua duis sed ex. Quis amet excepteur ad. Duis pariatur exercitation mollit anim eiusmod laborum labore. Deserunt commodo nisi duis eu veniam. Ex consequat consequat deserunt enim consectetur, irure mollit enim enim voluptate. Minim irure cillum sed commodo incididunt, nostrud qui ut occaecat irure non duis. Labore dolor est occaecat tempor.;1;0;3;1;it
Unibet;f0bf2d71;6afc33ec;Mid-level Mobile Developer;"Consectetur laboris qui in, consequat enim nostrud irure eiusmod id, non aliquip minim id ullamco. Proident ipsum dolore dolor. Ut proident proident consequat non quis. Nisi sunt laborum aliquip. Officia elit commodo sit aliqua ipsum voluptate. Ut consequat in in sint magna officia enim. Pariatur fugiat veniam incididunt cupidatat.
Laborum fugiat mollit qui tempor laboris aliquip nisi. Labore minim ipsum fugiat mollit qui. Cillum velit aute elit, occaecat ea ad ad lorem eu. Dolore est laboris proident cillum officia commodo nostrud, laborum magna minim quis cillum proident. Anim eu esse fugiat aliqua esse duis.";0;0;3;1;uk
Unibet;b2c16eb2;e8f77b7e;Mid-level Front-End Developer;Laboris incididunt consectetur occaecat magna elit. Ea consectetur excepteur elit incididunt eiusmod dolor laboris. Ad ipsum laborum incididunt enim nulla labore excepteur, anim eiusmod in consequat proident minim veniam quis. Et duis incididunt ipsum, in proident cupidatat ipsum proident reprehenderit quis dolor. Enim duis elit ea eiusmod lorem non, consequat ea aliqua fugiat elit. Excepteur ex sed ut. Occaecat culpa sint enim in ad, proident ea dolore excepteur ea anim. Deserunt nulla adipiscing consectetur esse excepteur, veniam duis sunt cupidatat non sunt. Proident do nostrud duis dolor, commodo ipsum elit mollit, ut labore cupidatat sed voluptate ut exercitation ipsum.;0;3;0;1;no
Google;8c7480f5;449f9993;Junior HR Officer;"Fugiat consectetur deserunt eu esse cillum aute. Consectetur duis consequat deserunt id qui deserunt velit. Dolor veniam officia laborum voluptate eu qui consequat. Qui esse est et proident id sit nostrud. Ipsum aliquip ullamco aliqua nisi, sint eiusmod sed quis. Anim labore ad occaecat occaecat. Exercitation dolore sunt anim commodo irure eu adipiscing, id ex sint non sed labore consequat. Exercitation labore sed aliqua magna est.
Amet consequat sed culpa consequat voluptate ipsum ea. Occaecat eiusmod amet pariatur commodo. Excepteur fugiat deserunt occaecat, commodo lorem elit quis anim lorem eu. Sit veniam cupidatat aliqua duis. Veniam ipsum lorem aliquip officia aliqua ullamco veniam. Dolor tempor et eiusmod sunt anim, veniam irure deserunt laboris. Elit est id dolor, lorem exercitation incididunt eu.";0;0;1;1;fi
Mojang;0c28b70d;fac70137;Mid-level QA Developer;"Et nisi minim nostrud quis do voluptate. Sint amet ea ex esse ex. Pariatur velit esse pariatur velit consequat occaecat non. Non laboris incididunt ex nostrud. Eu enim laborum ad nulla excepteur officia, nisi enim consectetur ea, tempor excepteur ut et sunt consequat anim. Incididunt officia id sint ex labore dolore ipsum. Commodo sed consectetur tempor duis amet, incididunt et ipsum nisi. Culpa nulla tempor labore fugiat, sed elit non eu sed veniam. Adipiscing sit est aute excepteur.
Voluptate non officia anim. Dolore aliqua ut dolore est consequat. Cupidatat aliqua pariatur nulla. In culpa consequat do adipiscing id exercitation enim. Magna nisi magna reprehenderit duis sed, proident eiusmod quis ullamco. Pariatur consectetur consequat pariatur consequat dolor adipiscing excepteur. Ex sint enim sit ipsum sunt laborum, do officia amet duis incididunt in nulla officia. Excepteur sit id aliqua minim cupidatat.
Ipsum incididunt sit anim. Labore esse tempor consectetur ullamco esse, consectetur mollit exercitation enim deserunt. Tempor elit anim sit consectetur dolore ex ipsum, ullamco labore sed enim magna aute proident aliquip, anim dolor mollit minim aliqua elit dolor. Eiusmod lorem adipiscing adipiscing dolore non sit. Esse non fugiat deserunt cillum. Voluptate irure aute adipiscing minim enim amet amet, tempor culpa amet voluptate sint fugiat, officia nostrud incididunt velit sed adipiscing sit. Quis ea incididunt magna in sed. Eu ea ullamco officia cillum nostrud consectetur.";0;4;2;0;de
Google;144d0b02;697661b5;Lead Cloud Engineer;Cillum officia culpa ex et proident dolore. Dolor reprehenderit aliquip eiusmod. Cillum dolore nostrud proident irure commodo, amet ex voluptate cillum minim dolore consequat. Velit ad qui sit aliqua ex do. Ut consectetur est ullamco adipiscing nulla anim. Quis et lorem cupidatat incididunt ea. Aliqua consectetur ea tempor sit. Quis aliqua culpa eu proident tempor aute adipiscing.;4;6;3;3;ru
iZettle;2f2b4562;1e141b15;Mid-level QA Developer;"Amet nisi anim proident aliquip mollit quis aliquip. Esse adipiscing in pariatur aliqua eu sed, ad deserunt officia consectetur consequat laborum in, sunt sunt sed consequat dolor minim. Mollit aute magna nostrud aliquip. Elit laborum ea cupidatat et quis, ea ea laborum ex incididunt sunt duis irure. Exercitation quis adipiscing enim ex enim tempor. Voluptate ea lorem magna anim. Fugiat culpa deserunt consectetur fugiat aliqua irure.
Culpa sit minim est excepteur. Commodo id mollit ex duis cupidatat non. Ullamco reprehenderit nostrud sunt fugiat mollit, voluptate commodo velit labore in veniam excepteur et, deserunt sit ullamco in. Excepteur veniam amet ipsum minim, voluptate in cupidatat in est eiusmod est. Eiusmod voluptate irure esse aliquip dolore labore. Incididunt labore sunt laborum adipiscing sint, ullamco ut sit exercitation ipsum magna nostrud, cupidatat dolor id cupidatat esse cillum. Reprehenderit voluptate deserunt exercitation deserunt officia et.";6;0;0;1;fi
Spotify;652dbfdc;5238d5ef;Senior DevOps Engineer;Esse pariatur in sunt nisi id, cupidatat nulla non consectetur. Enim esse incididunt ut quis sit. Sit dolor velit lorem labore enim. Dolor non laboris voluptate reprehenderit reprehenderit nostrud, fugiat exercitation amet labore lorem magna. Proident laborum deserunt reprehenderit aliquip. Veniam aliqua nisi dolor id consectetur. Dolor irure et et do adipiscing sit consectetur. Et ea sint excepteur sunt eiusmod. Dolore deserunt ut reprehenderit veniam enim qui.;0;2;0;2;cn
iZettle;5e436774;7f076bca;Senior DevOps Engineer;"Voluptate exercitation ullamco eiusmod velit do irure, excepteur excepteur officia cillum velit. Lorem deserunt reprehenderit dolor. Sit adipiscing reprehenderit mollit ullamco, officia magna culpa veniam, excepteur cillum enim consectetur qui. Voluptate incididunt est elit magna consectetur nisi consequat. Laborum labore dolor minim, non veniam exercitation quis velit. Eu qui ad anim, voluptate lorem commodo lorem excepteur ea ipsum qui. Ullamco id veniam dolor minim minim ad aliquip. Tempor commodo aliqua culpa. Id in anim proident sint, irure id consequat veniam lorem in. Cillum adipiscing occaecat dolor dolore pariatur amet sint.
Veniam pariatur cillum ex. Mollit laboris et voluptate ullamco, voluptate aute labore esse. Labore cillum anim ex tempor nisi. Tempor proident dolore est do aliquip, minim commodo magna culpa. Est reprehenderit adipiscing reprehenderit occaecat nostrud. Aliqua in pariatur enim, lorem aliqua dolor dolor. Sunt proident laborum esse. Ullamco mollit velit anim pariatur aute aliquip cillum.
Sed cillum cillum et sint, duis adipiscing duis amet anim amet duis aliqua. Ut sint esse ipsum. Laborum elit quis anim amet magna et, amet non quis id. Proident ea lorem nisi occaecat voluptate dolor sit. In duis nostrud aliqua et eu ullamco. Exercitation fugiat adipiscing consequat laborum laborum consectetur. Dolore ut fugiat nostrud lorem exercitation dolore qui, qui nisi mollit ad culpa, aliquip aute culpa nostrud aliquip eiusmod. Aute anim dolore laboris do, fugiat sit ut est occaecat voluptate.";4;0;0;1;se
Facebook;10339018;8575db59;Lead Back-End Developer;"Et consectetur in labore occaecat labore cupidatat eiusmod. Duis elit esse cupidatat excepteur ex fugiat amet. Dolor elit velit commodo commodo do. Officia mollit ex minim reprehenderit culpa aute. Et et dolore dolor proident, proident reprehenderit laboris cupidatat tempor tempor. Consectetur pariatur esse pariatur do. Magna do occaecat dolore velit. Sit est culpa id lorem, pariatur fugiat reprehenderit excepteur nostrud reprehenderit id consequat. Aliquip reprehenderit commodo labore mollit id enim veniam.
Elit aliqua irure commodo laboris ullamco, excepteur exercitation adipiscing magna. Voluptate non quis minim voluptate est magna adipiscing. Reprehenderit commodo reprehenderit adipiscing. Qui nostrud sint nisi occaecat, fugiat veniam velit dolore magna. Esse deserunt ex do ipsum qui cillum. Enim eiusmod irure non consectetur, quis est dolor fugiat tempor pariatur.
Ullamco adipiscing ipsum pariatur minim in, exercitation excepteur dolore est eiusmod nostrud dolore mollit, lorem proident magna consectetur officia est eu. Deserunt deserunt officia enim incididunt ad ad proident. Mollit fugiat velit veniam ullamco. Ipsum laboris consectetur consectetur. Voluptate exercitation exercitation sit ad duis.";0;0;2;0;fr
Google;a163279f;c02e1d96;Junior HR Officer;"Irure proident id cupidatat, enim dolor magna eiusmod lorem cillum incididunt proident. Adipiscing commodo proident aute pariatur ullamco esse, laboris ut laboris eiusmod. Ut ipsum magna irure dolor ullamco laborum proident. Id qui sit lorem aliquip, eu nisi eu et. Proident sint ipsum magna magna commodo. Et dolore eu est. Dolore aliquip in incididunt et adipiscing, aliqua excepteur lorem deserunt. Esse velit id esse in officia. Sit ad mollit occaecat. Nostrud aliqua do ex.
Proident quis sit sunt. Nostrud quis ex amet laborum commodo occaecat tempor. Reprehenderit elit minim et reprehenderit duis, enim pariatur cupidatat laborum ut cupidatat. Elit aute esse lorem qui cillum. Reprehenderit ea fugiat dolore, consequat reprehenderit magna adipiscing eiusmod anim laborum. Esse est id nisi. Cupidatat officia minim laboris. Non nisi sed elit ipsum, dolor ad nostrud excepteur enim sunt nisi voluptate, dolor anim lorem excepteur. Reprehenderit labore pariatur incididunt deserunt voluptate sint officia. Do aliqua culpa laborum consectetur irure, dolore tempor et occaecat aute ut.
Eu id cillum est labore. Incididunt consequat excepteur eiusmod consequat id id cillum. Fugiat excepteur reprehenderit deserunt lorem aliqua commodo. Officia esse sit minim. Sunt excepteur anim quis irure. Aute dolore et reprehenderit ex. Proident sint irure aute ut sed labore, mollit sunt ullamco lorem et nulla anim nulla. Reprehenderit fugiat in est. Enim laborum in nulla ullamco minim est.";1;0;1;1;da
Unibet;a3dc44dc;cf519eec;Junior Mobile Developer;"Est culpa velit aliqua nisi sit amet, consectetur culpa fugiat proident, culpa cillum et pariatur aliquip cillum. Enim exercitation et et est ex culpa irure, magna sed cillum laboris magna in, ad eu culpa magna nisi. In velit laboris magna magna aute sed. Consectetur mollit nulla elit cillum. Labore officia laboris do. Mollit excepteur ut commodo. Labore lorem voluptate nulla veniam do aute, excepteur laborum ipsum officia, exercitation non tempor irure consectetur culpa. Enim deserunt non occaecat laboris.
Sint commodo ut do. Qui ipsum eu magna deserunt non in lorem. Dolore esse non occaecat officia duis fugiat minim, minim exercitation eu cillum aute elit voluptate. Consectetur mollit ad commodo do. Enim id commodo ex nostrud lorem lorem. Et enim non cupidatat nulla eiusmod. Est incididunt ex esse. Tempor ad exercitation do ut. Anim aliquip adipiscing reprehenderit ad.";0;0;0;1;es
Klarna;0e17aba0;9e2def0b;Mid-level QA Developer;"Labore deserunt deserunt aliqua consequat occaecat et ea, anim aute et ipsum dolor ea, excepteur commodo qui eu elit commodo nisi irure. Minim tempor sint est fugiat pariatur. Cupidatat proident eu mollit lorem, ut labore id irure ex sunt cupidatat excepteur, ipsum anim magna velit mollit sed nisi. Incididunt ullamco excepteur fugiat consequat incididunt deserunt. Proident amet nisi voluptate ullamco duis. Ex elit incididunt occaecat. Velit sunt magna fugiat commodo fugiat cupidatat cupidatat. Aute nisi aliquip consectetur labore.
Ipsum cupidatat cupidatat aliqua aute, mollit nostrud occaecat ea laborum laborum. Elit non quis officia consequat proident dolore. Ipsum esse veniam consectetur magna pariatur. Aliqua esse ea culpa excepteur anim. Fugiat eu sed culpa fugiat, in in fugiat ipsum tempor veniam eiusmod.
Eu voluptate aliquip velit mollit veniam. Consequat occaecat velit eiusmod est cillum fugiat. Officia dolor consequat ut. Exercitation laborum qui nisi ad ipsum reprehenderit reprehenderit, duis reprehenderit ut voluptate sint amet consectetur laborum. Exercitation incididunt ut ullamco. Sit aliquip tempor mollit tempor anim. Pariatur minim tempor non aute.";0;1;0;1;jp
Google;ff479073;f88d9df2;Mid-level HR Officer;"Aute sed dolore aute incididunt elit sint. Ea mollit non sint sit irure adipiscing. Veniam lorem aliqua mollit culpa officia id adipiscing. Aute reprehenderit excepteur est sunt mollit. Commodo elit aliqua sit ut. Aute tempor est reprehenderit duis.
Ullamco aliquip id voluptate ex nulla amet ut. Sunt sunt ipsum adipiscing duis culpa. Irure aute excepteur labore lorem deserunt, sit proident in magna sed cupidatat. In consequat adipiscing sint anim eiusmod cillum. Fugiat qui occaecat dolore occaecat. Consequat sunt duis non aliquip. Commodo non minim non, duis excepteur dolore veniam officia nulla, excepteur non exercitation ipsum laborum duis. Commodo occaecat consectetur veniam veniam ad consectetur do, minim amet sunt nulla dolor, tempor ea reprehenderit tempor nulla nostrud ea. Elit labore occaecat exercitation sit, ut dolor commodo nostrud non anim pariatur, culpa duis sint reprehenderit eiusmod ut ipsum amet.
Ad ad quis elit dolore sit. Sed officia ad nulla sit ea sint proident, sed elit qui aliquip est nisi eiusmod. In dolor fugiat sit. Eiusmod culpa labore laboris. Adipiscing consectetur eiusmod ad proident anim eiusmod mollit, consectetur tempor sunt adipiscing, aliquip eu quis est laborum cupidatat. Aliqua sint sit lorem consequat anim est magna. Adipiscing officia aliqua eu pariatur reprehenderit.";1;3;1;1;ca
Klarna;71372cac;fbafcc4f;Junior QA Developer;Consectetur excepteur exercitation velit pariatur eiusmod, ut duis deserunt proident qui incididunt amet. Reprehenderit elit eu dolor, id aliqua tempor sunt irure sed voluptate quis, dolor anim anim fugiat fugiat est. Dolore ad in ut dolor lorem, consectetur officia sunt culpa. Ut nostrud dolore velit aute. Et nulla occaecat consequat pariatur est voluptate, est ea aliquip id sed. Sunt tempor lorem nulla, laboris dolor ex veniam fugiat incididunt sed occaecat, nostrud dolor consectetur ad aliquip esse nulla non. Dolor sint sit ad cupidatat officia laboris dolore. Adipiscing cupidatat commodo exercitation. Veniam non duis nostrud.;0;0;0;1;cn
Klarna;023dcedb;e0924e90;Junior Mobile Developer;"Quis cupidatat irure nisi dolore esse. Irure in quis nostrud cillum. Magna pariatur ullamco lorem occaecat qui laborum. Dolor enim anim velit, quis est velit sit in sit proident. Velit cillum nostrud ad sint quis, in et nostrud sunt eu aliquip veniam ex. Velit fugiat magna eu laboris consequat est et, sit consequat irure sint. Amet officia exercitation cillum pariatur dolore sit.
Ullamco elit cillum enim tempor incididunt elit labore, esse pariatur adipiscing laboris, amet dolor nulla do cupidatat nostrud labore est. Deserunt velit dolor sunt culpa ex sed quis. Mollit nisi esse dolore ullamco pariatur labore proident. Mollit ea consequat est excepteur, elit do irure adipiscing nulla quis. Do elit et occaecat velit proident. Labore ad nostrud in enim ipsum sint exercitation. In eu laborum elit cupidatat cupidatat cillum. Proident deserunt dolor lorem, elit ut non id dolore aute laboris non. Nulla occaecat labore lorem, nulla sit est consequat nostrud consectetur in.
Irure amet commodo adipiscing mollit laborum, sit et deserunt cupidatat dolor sunt minim laborum. Minim cupidatat quis aliqua qui est amet. Officia velit occaecat velit magna. Nisi pariatur irure id, dolore ut elit ipsum esse. Ex laborum aliquip exercitation labore. Consectetur culpa deserunt sed.";0;2;0;0;jp
